order_id,order_date,customer_id,customer_segment,region,country,city,category,product,channel,payment_method,fulfillment_status,quantity,unit_price,discount_pct,revenue,cost,profit
ORD-002329,2025-12-18,CUST-1479,Distributor,West,United States,San Diego,Devices,Nebulizer Kit,Retail Store,Insurance,Cancelled,7,75.49,0.12,0,0.0,0.0
ORD-002330,2025-12-07,CUST-1760,Retail,Central,United States,Denver,Wellness,Vitamin D3 Drops,Sales Rep,Insurance,Delivered,3,23.69,0.1,63.96,26.72,37.24
ORD-002331,2024-06-25,CUST-1796,Clinic,South,Mexico,Monterrey,OTC,ColdAway Syrup,Sales Rep,Bank Transfer,Returned,4,15.5,0.1,13.95,5.31,8.64
ORD-002332,2024-10-27,CUST-1241,Retail,Central,United States,Denver,OTC,PainEase Tablets,Retail Store,Wallet,Delivered,4,10.68,0,42.72,13.96,28.76
ORD-002333,2025-08-16,CUST-1236,Hospital,West,United States,San Diego,Prescription,NeuroCalm Plus,Partner,Wallet,Cancelled,8,55.98,0.05,0,0.0,0.0
ORD-002334,2024-11-20,CUST-1366,Retail,North,United States,Chicago,Wellness,OmegaCare Softgels,Retail Store,Insurance,Delivered,8,33.32,0,266.56,105.18,161.38
ORD-002335,2025-06-14,CUST-1728,Clinic,North,Canada,Toronto,Prescription,CardioRelief 10mg,Online,Bank Transfer,Delivered,8,38.76,0,310.08,137.74,172.34
ORD-002336,2025-07-01,CUST-1528,Hospital,North,United States,Chicago,Wellness,Vitamin D3 Drops,Online,Bank Transfer,Delivered,1,25.29,0.08,23.27,8.46,14.81
ORD-002337,2025-05-26,CUST-1252,Retail,West,United States,San Diego,OTC,ColdAway Syrup,Retail Store,Wallet,Returned,5,14.8,0.08,17.02,6.13,10.89
ORD-002338,2024-12-21,CUST-1702,Hospital,South,United States,Miami,OTC,AllerFree Spray,Sales Rep,Insurance,Delivered,5,22.11,0.12,97.28,35.62,61.66
ORD-002339,2025-01-23,CUST-1423,Retail,West,Canada,Vancouver,Prescription,NeuroCalm Plus,Retail Store,Bank Transfer,Delivered,1,61.42,0,61.42,28.09,33.33
ORD-002340,2026-05-05,CUST-1784,Retail,South,Mexico,Monterrey,Prescription,GlucoBalance XR,Retail Store,Wallet,Delivered,3,54.66,0.12,144.3,71.7,72.6
ORD-002341,2026-01-16,CUST-1599,Retail,Central,Mexico,Guadalajara,Wellness,OmegaCare Softgels,Online,Bank Transfer,Delivered,6,31.54,0.12,166.53,69.39,97.14
ORD-002342,2024-09-25,CUST-1771,Distributor,Central,Mexico,Guadalajara,Prescription,CardioRelief 10mg,Online,Card,Cancelled,3,33.84,0.12,0,0.0,0.0
ORD-002343,2024-07-05,CUST-1584,Distributor,West,United States,Seattle,Prescription,NeuroCalm Plus,Sales Rep,Insurance,Returned,1,52.87,0.03,12.82,6.06,6.76
ORD-002344,2025-02-17,CUST-1337,Clinic,North,United States,Chicago,Wellness,Immunity Gummies,Retail Store,Insurance,Delivered,5,21.61,0.08,99.41,36.36,63.05
ORD-002345,2024-10-12,CUST-1012,Clinic,Central,Mexico,Guadalajara,Prescription,CardioRelief 10mg,Online,Card,Returned,8,35.21,0.1,63.38,25.11,38.27
ORD-002346,2026-05-15,CUST-1120,Retail,Central,United States,Denver,OTC,ColdAway Syrup,Retail Store,Wallet,Delivered,6,13.77,0.03,80.14,27.99,52.15
ORD-002347,2025-10-12,CUST-1054,Retail,South,United States,Miami,Wellness,OmegaCare Softgels,Partner,Card,Cancelled,2,28.36,0.12,0,0.0,0.0
ORD-002348,2025-09-03,CUST-1041,Clinic,North,United States,New York,OTC,DigestWell Caps,Retail Store,Insurance,Delivered,7,19.66,0.12,121.11,44.0,77.1
ORD-002349,2026-03-03,CUST-1554,Clinic,West,United States,Seattle,Devices,BP Monitor,Sales Rep,Bank Transfer,Delivered,4,75.61,0.05,287.32,137.96,149.36
ORD-002350,2025-07-21,CUST-1213,Hospital,South,Mexico,Monterrey,Wellness,Protein Plus Sachets,Retail Store,Card,Delivered,8,33.74,0.1,242.93,100.47,142.46
ORD-002351,2024-09-07,CUST-1746,Retail,West,United States,San Diego,Devices,Nebulizer Kit,Retail Store,Card,Returned,2,62.91,0.1,28.31,11.45,16.86
ORD-002352,2024-08-14,CUST-1426,Distributor,North,Canada,Toronto,Wellness,Protein Plus Sachets,Partner,Card,Delivered,1,36.42,0.1,32.78,13.55,19.23
ORD-002353,2026-01-18,CUST-1310,Retail,West,United States,San Diego,Prescription,RespiraClear,Retail Store,Bank Transfer,Delivered,4,35.58,0.1,128.09,52.16,75.93
ORD-002354,2025-12-12,CUST-1738,Distributor,Central,United States,Denver,Wellness,Immunity Gummies,Partner,Wallet,Cancelled,11,22.85,0.03,0,0.0,0.0
ORD-002355,2026-03-10,CUST-1097,Retail,Central,United States,Denver,Devices,Nebulizer Kit,Retail Store,Bank Transfer,Delivered,3,52.78,0.03,153.59,64.29,89.3
ORD-002356,2024-08-01,CUST-1151,Retail,South,United States,Austin,Prescription,CardioRelief 10mg,Retail Store,Wallet,Cancelled,7,39.72,0.08,0,0.0,0.0
ORD-002357,2025-07-25,CUST-1111,Clinic,South,Mexico,Monterrey,OTC,PainEase Tablets,Online,Card,Delivered,5,10.79,0.12,47.48,16.22,31.26
ORD-002358,2025-09-01,CUST-1062,Clinic,Central,United States,Denver,Wellness,OmegaCare Softgels,Partner,Wallet,Delivered,1,27.99,0.08,25.75,10.85,14.9
ORD-002359,2026-01-06,CUST-1688,Retail,South,United States,Austin,Devices,Nebulizer Kit,Partner,Wallet,Delivered,4,60.58,0.05,230.2,100.47,129.73
ORD-002360,2025-05-22,CUST-1275,Distributor,Central,United States,Kansas City,OTC,AllerFree Spray,Online,Insurance,Returned,2,18.83,0.05,8.94,3.49,5.45
ORD-002361,2024-08-31,CUST-1277,Hospital,South,United States,Miami,OTC,DigestWell Caps,Online,Wallet,Delivered,3,16.08,0.08,44.38,16.77,27.61
ORD-002362,2024-10-31,CUST-1231,Retail,North,United States,New York,OTC,AllerFree Spray,Online,Card,Delivered,1,18.4,0.03,17.85,6.67,11.18
ORD-002363,2025-01-15,CUST-1472,Retail,West,United States,San Diego,Prescription,RespiraClear,Sales Rep,Insurance,Returned,4,35.1,0.12,30.89,13.19,17.7
ORD-002364,2024-10-29,CUST-1376,Retail,Central,United States,Denver,Wellness,Vitamin D3 Drops,Retail Store,Card,Delivered,3,19.11,0.08,52.74,21.38,31.37
ORD-002365,2025-06-02,CUST-1213,Hospital,Central,Mexico,Guadalajara,Prescription,GlucoBalance XR,Sales Rep,Bank Transfer,Delivered,4,48.87,0.08,179.84,85.88,93.96
ORD-002366,2025-05-30,CUST-1143,Distributor,South,United States,Austin,Prescription,RespiraClear,Online,Bank Transfer,Cancelled,13,28.55,0.1,0,0.0,0.0
ORD-002367,2025-01-25,CUST-1054,Clinic,South,United States,Miami,OTC,PainEase Tablets,Online,Card,Delivered,4,13.03,0.12,45.87,16.09,29.77
ORD-002368,2024-12-27,CUST-1779,Retail,South,Mexico,Monterrey,OTC,AllerFree Spray,Sales Rep,Bank Transfer,Delivered,8,17.84,0.03,138.44,50.01,88.43
ORD-002369,2024-10-09,CUST-1012,Retail,West,United States,San Diego,Wellness,OmegaCare Softgels,Partner,Insurance,Delivered,6,32.1,0.1,173.34,74.27,99.07
ORD-002370,2026-05-05,CUST-1394,Hospital,North,Canada,Toronto,OTC,DigestWell Caps,Partner,Card,Delivered,2,17.61,0.08,32.4,11.47,20.93
ORD-002371,2026-05-09,CUST-1552,Clinic,West,United States,San Diego,Devices,Nebulizer Kit,Online,Bank Transfer,Delivered,3,58.99,0.08,162.81,71.87,90.95
ORD-002372,2026-03-07,CUST-1542,Retail,Central,United States,Kansas City,OTC,PainEase Tablets,Online,Insurance,Delivered,8,9.82,0.1,70.7,23.77,46.94
ORD-002373,2024-07-09,CUST-1479,Distributor,South,Mexico,Monterrey,Wellness,Immunity Gummies,Online,Bank Transfer,Cancelled,8,19.57,0.1,0,0.0,0.0
ORD-002374,2025-06-19,CUST-1697,Retail,West,United States,Seattle,Wellness,Vitamin D3 Drops,Online,Card,Cancelled,7,26.84,0.05,0,0.0,0.0
ORD-002375,2025-07-20,CUST-1304,Hospital,Central,United States,Kansas City,Prescription,CardioRelief 10mg,Sales Rep,Wallet,Cancelled,1,35.75,0.08,0,0.0,0.0
ORD-002376,2024-10-24,CUST-1000,Hospital,West,Canada,Vancouver,OTC,ColdAway Syrup,Retail Store,Bank Transfer,Delivered,6,16.95,0,101.7,38.9,62.8
ORD-002377,2024-09-14,CUST-1693,Distributor,West,United States,Seattle,OTC,PainEase Tablets,Retail Store,Wallet,Delivered,11,12.17,0.08,123.16,40.15,83.01
ORD-002378,2025-03-23,CUST-1761,Hospital,South,Mexico,Monterrey,Prescription,RespiraClear,Retail Store,Insurance,Cancelled,1,28.87,0.1,0,0.0,0.0
ORD-002379,2025-01-09,CUST-1016,Retail,West,United States,Seattle,OTC,DigestWell Caps,Online,Bank Transfer,Returned,1,18.33,0.12,4.03,1.49,2.54
ORD-002380,2025-05-26,CUST-1721,Clinic,South,United States,Miami,Wellness,Protein Plus Sachets,Online,Bank Transfer,Delivered,7,34.42,0.08,221.66,92.93,128.74
ORD-002381,2024-08-06,CUST-1594,Hospital,West,Canada,Vancouver,Prescription,GlucoBalance XR,Retail Store,Card,Cancelled,7,62.14,0,0,0.0,0.0
ORD-002382,2025-08-27,CUST-1316,Hospital,West,Canada,Vancouver,Prescription,CardioRelief 10mg,Retail Store,Insurance,Delivered,4,48.69,0.12,171.39,69.62,101.77
ORD-002383,2026-03-08,CUST-1631,Hospital,South,Mexico,Monterrey,Devices,Nebulizer Kit,Online,Card,Delivered,5,51.55,0.08,237.13,106.78,130.35
ORD-002384,2026-03-16,CUST-1252,Retail,North,United States,Chicago,Wellness,Protein Plus Sachets,Sales Rep,Insurance,Delivered,2,32.21,0.05,61.2,28.01,33.19
ORD-002385,2025-12-05,CUST-1728,Clinic,West,United States,San Diego,OTC,AllerFree Spray,Partner,Insurance,Delivered,8,24.66,0,197.28,77.9,119.38
ORD-002386,2025-12-19,CUST-1453,Hospital,West,United States,San Diego,Prescription,CardioRelief 10mg,Sales Rep,Card,Delivered,4,48.17,0.05,183.05,81.73,101.31
ORD-002387,2026-02-11,CUST-1041,Retail,Central,United States,Kansas City,Wellness,OmegaCare Softgels,Online,Wallet,Delivered,7,26.07,0.1,164.24,65.83,98.41
ORD-002388,2026-03-23,CUST-1169,Retail,North,United States,New York,Prescription,NeuroCalm Plus,Retail Store,Insurance,Cancelled,7,46.1,0.1,0,0.0,0.0
ORD-002389,2024-11-29,CUST-1398,Retail,South,United States,Miami,Devices,BP Monitor,Retail Store,Card,Delivered,2,71.7,0,143.4,67.93,75.47
ORD-002390,2025-04-14,CUST-1306,Hospital,North,United States,New York,Wellness,Protein Plus Sachets,Online,Card,Delivered,7,37.62,0.08,242.27,105.36,136.92
ORD-002391,2024-10-04,CUST-1346,Retail,West,United States,San Diego,Prescription,RespiraClear,Retail Store,Card,Cancelled,2,34.95,0.03,0,0.0,0.0
ORD-002392,2026-05-29,CUST-1309,Retail,Central,Mexico,Guadalajara,Devices,Pulse Oximeter,Online,Card,Returned,2,48.81,0.12,21.48,7.96,13.51
ORD-002393,2026-04-09,CUST-1323,Retail,South,United States,Austin,Prescription,GlucoBalance XR,Partner,Card,Returned,7,45.88,0.03,77.88,36.7,41.19
ORD-002394,2025-11-14,CUST-1301,Retail,South,Mexico,Monterrey,Wellness,Vitamin D3 Drops,Sales Rep,Insurance,Delivered,1,21.36,0,21.36,7.76,13.6
ORD-002395,2026-02-03,CUST-1410,Hospital,North,United States,Chicago,Devices,Digital Thermometer,Retail Store,Insurance,Delivered,5,24.99,0.1,112.45,34.83,77.63
ORD-002396,2025-01-14,CUST-1676,Hospital,West,United States,Seattle,Prescription,NeuroCalm Plus,Partner,Wallet,Cancelled,7,57.02,0,0,0.0,0.0
ORD-002397,2024-12-26,CUST-1374,Retail,North,Canada,Toronto,Prescription,CardioRelief 10mg,Sales Rep,Card,Cancelled,3,50.0,0.1,0,0.0,0.0
ORD-002398,2024-10-22,CUST-1167,Retail,Central,United States,Denver,OTC,ColdAway Syrup,Retail Store,Bank Transfer,Delivered,2,14.35,0.05,27.26,9.94,17.33
ORD-002399,2025-10-03,CUST-1534,Retail,North,Canada,Toronto,Prescription,NeuroCalm Plus,Sales Rep,Insurance,Delivered,2,53.88,0.08,99.14,44.58,54.55
ORD-002400,2026-05-09,CUST-1033,Retail,West,Canada,Vancouver,OTC,DigestWell Caps,Retail Store,Bank Transfer,Delivered,3,20.18,0.12,53.28,17.55,35.73
ORD-002401,2024-11-20,CUST-1658,Hospital,West,United States,Seattle,Devices,Nebulizer Kit,Retail Store,Card,Delivered,2,66.46,0.08,122.29,48.78,73.51
ORD-002402,2026-02-14,CUST-1597,Clinic,South,Mexico,Monterrey,OTC,ColdAway Syrup,Partner,Wallet,Cancelled,4,13.02,0.03,0,0.0,0.0
ORD-002403,2026-04-10,CUST-1517,Clinic,North,United States,Chicago,OTC,PainEase Tablets,Online,Card,Delivered,6,12.47,0.1,67.34,23.47,43.86
ORD-002404,2025-03-23,CUST-1144,Clinic,North,Canada,Toronto,Devices,Nebulizer Kit,Sales Rep,Card,Delivered,6,55.88,0.03,325.22,130.65,194.57
ORD-002405,2026-05-07,CUST-1416,Retail,North,Canada,Toronto,Devices,Nebulizer Kit,Partner,Card,Delivered,1,59.3,0.12,52.18,23.5,28.68
ORD-002406,2025-01-28,CUST-1579,Retail,Central,United States,Denver,Devices,Digital Thermometer,Partner,Insurance,Cancelled,5,23.31,0.05,0,0.0,0.0
ORD-002407,2025-10-27,CUST-1467,Clinic,North,Canada,Toronto,Prescription,RespiraClear,Partner,Insurance,Delivered,1,33.6,0.03,32.59,13.77,18.82
ORD-002408,2026-01-07,CUST-1280,Hospital,South,Mexico,Monterrey,OTC,DigestWell Caps,Retail Store,Card,Delivered,1,17.94,0.03,17.4,6.2,11.21
ORD-002409,2025-08-16,CUST-1642,Retail,West,Canada,Vancouver,Prescription,CardioRelief 10mg,Sales Rep,Insurance,Returned,3,41.67,0.03,30.31,13.4,16.92
ORD-002410,2025-07-06,CUST-1410,Clinic,North,Canada,Toronto,OTC,DigestWell Caps,Online,Card,Delivered,5,17.69,0.1,79.61,30.0,49.6
ORD-002411,2026-05-04,CUST-1086,Retail,Central,Mexico,Guadalajara,OTC,AllerFree Spray,Sales Rep,Card,Delivered,7,15.78,0.08,101.62,41.44,60.18
ORD-002412,2025-04-12,CUST-1608,Hospital,South,Mexico,Monterrey,Wellness,Protein Plus Sachets,Retail Store,Wallet,Delivered,3,31.29,0.08,86.36,40.29,46.08
ORD-002413,2025-10-16,CUST-1509,Retail,North,United States,Chicago,OTC,ColdAway Syrup,Online,Bank Transfer,Returned,5,13.78,0,17.22,6.59,10.63
ORD-002414,2024-11-03,CUST-1000,Retail,West,United States,Seattle,Prescription,GlucoBalance XR,Sales Rep,Insurance,Delivered,6,72.21,0.08,398.6,197.27,201.33
ORD-002415,2025-05-14,CUST-1233,Hospital,Central,United States,Denver,Wellness,Immunity Gummies,Online,Insurance,Delivered,3,16.11,0.05,45.91,18.1,27.82
ORD-002416,2024-06-18,CUST-1679,Retail,South,Mexico,Monterrey,Prescription,CardioRelief 10mg,Online,Bank Transfer,Returned,6,39.22,0.1,52.95,21.78,31.16
ORD-002417,2025-03-05,CUST-1283,Hospital,North,United States,New York,Prescription,GlucoBalance XR,Sales Rep,Card,Cancelled,5,63.03,0.03,0,0.0,0.0
ORD-002418,2026-04-29,CUST-1557,Retail,Central,Mexico,Guadalajara,Prescription,CardioRelief 10mg,Partner,Bank Transfer,Delivered,8,39.97,0.08,294.18,128.35,165.83
ORD-002419,2024-10-29,CUST-1579,Retail,North,United States,New York,Wellness,Immunity Gummies,Online,Card,Cancelled,4,18.94,0.08,0,0.0,0.0
ORD-002420,2024-11-14,CUST-1631,Hospital,North,Canada,Toronto,OTC,ColdAway Syrup,Online,Wallet,Delivered,7,16.7,0.08,107.55,38.84,68.71
ORD-002421,2024-10-09,CUST-1535,Hospital,West,Canada,Vancouver,Wellness,Immunity Gummies,Sales Rep,Bank Transfer,Delivered,7,20.29,0.12,124.99,44.77,80.22
ORD-002422,2026-03-17,CUST-1477,Retail,South,United States,Miami,Prescription,RespiraClear,Partner,Bank Transfer,Delivered,6,28.88,0,173.28,66.13,107.15
ORD-002423,2025-11-22,CUST-1268,Retail,North,United States,New York,OTC,AllerFree Spray,Online,Wallet,Cancelled,3,22.38,0.08,0,0.0,0.0
ORD-002424,2025-12-12,CUST-1512,Clinic,Central,United States,Kansas City,OTC,DigestWell Caps,Retail Store,Wallet,Cancelled,8,16.42,0.12,0,0.0,0.0
ORD-002425,2025-07-05,CUST-1768,Hospital,North,Canada,Toronto,Prescription,GlucoBalance XR,Online,Bank Transfer,Delivered,6,59.03,0,354.18,163.04,191.14
ORD-002426,2025-02-19,CUST-1015,Clinic,North,United States,Chicago,OTC,ColdAway Syrup,Partner,Wallet,Delivered,5,14.44,0.12,63.54,24.04,39.5
ORD-002427,2025-04-10,CUST-1209,Hospital,West,United States,Seattle,Prescription,NeuroCalm Plus,Sales Rep,Bank Transfer,Returned,6,53.07,0.05,75.62,32.79,42.84
ORD-002428,2025-02-04,CUST-1442,Clinic,North,United States,New York,Prescription,RespiraClear,Online,Wallet,Delivered,5,36.71,0.08,168.87,65.52,103.35
ORD-002429,2025-03-29,CUST-1728,Retail,North,Canada,Toronto,Prescription,CardioRelief 10mg,Retail Store,Insurance,Delivered,5,43.09,0.08,198.21,83.38,114.83
ORD-002430,2025-11-07,CUST-1133,Hospital,North,Canada,Toronto,Wellness,Protein Plus Sachets,Retail Store,Card,Returned,7,36.46,0.12,56.15,26.67,29.48
ORD-002431,2025-11-10,CUST-1046,Retail,Central,Mexico,Guadalajara,OTC,PainEase Tablets,Retail Store,Bank Transfer,Delivered,3,11.84,0.05,33.74,11.63,22.12
ORD-002432,2025-12-23,CUST-1461,Retail,South,United States,Austin,Prescription,GlucoBalance XR,Retail Store,Bank Transfer,Delivered,1,64.63,0.08,59.46,25.77,33.69
ORD-002433,2025-10-22,CUST-1394,Hospital,South,United States,Miami,Wellness,Immunity Gummies,Online,Wallet,Returned,5,16.79,0,20.99,7.42,13.57
ORD-002434,2024-10-21,CUST-1123,Retail,Central,United States,Denver,Devices,BP Monitor,Sales Rep,Bank Transfer,Returned,3,72.23,0.1,48.76,23.69,25.06
ORD-002435,2025-07-31,CUST-1136,Clinic,North,Canada,Toronto,Wellness,OmegaCare Softgels,Online,Wallet,Cancelled,3,29.75,0.05,0,0.0,0.0
ORD-002436,2026-03-22,CUST-1411,Distributor,South,United States,Austin,Prescription,GlucoBalance XR,Sales Rep,Wallet,Delivered,14,53.12,0.12,654.44,320.41,334.03
ORD-002437,2024-12-04,CUST-1348,Hospital,North,United States,Chicago,Wellness,Protein Plus Sachets,Sales Rep,Insurance,Delivered,4,38.44,0.05,146.07,61.24,84.83
ORD-002438,2025-05-26,CUST-1029,Clinic,North,Canada,Toronto,OTC,ColdAway Syrup,Sales Rep,Wallet,Returned,2,14.19,0.05,6.74,2.3,4.44
ORD-002439,2026-05-29,CUST-1541,Clinic,North,United States,Chicago,Wellness,Protein Plus Sachets,Online,Card,Cancelled,4,39.11,0.05,0,0.0,0.0
ORD-002440,2026-03-03,CUST-1637,Retail,West,Canada,Vancouver,Prescription,RespiraClear,Online,Bank Transfer,Cancelled,6,36.22,0.05,0,0.0,0.0
ORD-002441,2025-05-11,CUST-1532,Clinic,North,United States,New York,OTC,PainEase Tablets,Retail Store,Wallet,Returned,8,11.22,0.08,20.64,6.98,13.67
ORD-002442,2025-04-13,CUST-1354,Clinic,South,United States,Miami,OTC,AllerFree Spray,Retail Store,Bank Transfer,Delivered,2,18.02,0.1,32.44,11.48,20.95
ORD-002443,2024-12-14,CUST-1501,Hospital,West,United States,Seattle,Wellness,Vitamin D3 Drops,Retail Store,Wallet,Delivered,4,27.71,0,110.84,44.47,66.37
ORD-002444,2025-05-09,CUST-1187,Retail,North,United States,New York,Prescription,CardioRelief 10mg,Online,Bank Transfer,Delivered,5,42.33,0,211.65,88.21,123.44
ORD-002445,2026-02-09,CUST-1403,Retail,Central,Mexico,Guadalajara,OTC,AllerFree Spray,Online,Card,Cancelled,1,15.6,0.12,0,0.0,0.0
ORD-002446,2026-01-06,CUST-1677,Clinic,West,United States,San Diego,Wellness,Protein Plus Sachets,Online,Card,Cancelled,2,40.8,0.08,0,0.0,0.0
ORD-002447,2026-01-20,CUST-1469,Retail,Central,Mexico,Guadalajara,OTC,DigestWell Caps,Retail Store,Bank Transfer,Delivered,7,15.66,0.03,106.33,38.77,67.56
ORD-002448,2026-01-01,CUST-1635,Retail,South,United States,Austin,OTC,PainEase Tablets,Partner,Wallet,Cancelled,8,13.83,0.05,0,0.0,0.0
ORD-002449,2025-09-22,CUST-1694,Hospital,West,Canada,Vancouver,Prescription,NeuroCalm Plus,Online,Card,Returned,1,45.81,0.12,10.08,4.42,5.66
ORD-002450,2024-06-05,CUST-1704,Clinic,Central,United States,Denver,Wellness,Protein Plus Sachets,Online,Wallet,Returned,7,31.86,0.08,51.29,22.6,28.69
ORD-002451,2025-10-26,CUST-1605,Hospital,West,Canada,Vancouver,Wellness,Vitamin D3 Drops,Online,Insurance,Delivered,7,26.97,0.08,173.69,71.66,102.03
ORD-002452,2025-06-27,CUST-1673,Retail,Central,United States,Kansas City,Wellness,OmegaCare Softgels,Retail Store,Wallet,Delivered,4,23.8,0.08,87.58,38.78,48.8
ORD-002453,2025-06-30,CUST-1453,Clinic,Central,United States,Kansas City,Devices,BP Monitor,Retail Store,Card,Returned,5,71.66,0.12,78.83,34.9,43.93
ORD-002454,2026-03-16,CUST-1507,Distributor,West,United States,San Diego,OTC,PainEase Tablets,Sales Rep,Bank Transfer,Delivered,5,11.87,0.05,56.38,18.38,38.01
ORD-002455,2025-04-19,CUST-1027,Clinic,West,Canada,Vancouver,Wellness,Vitamin D3 Drops,Retail Store,Bank Transfer,Returned,4,24.94,0.05,23.69,8.99,14.7
ORD-002456,2025-11-20,CUST-1746,Distributor,West,Canada,Vancouver,OTC,AllerFree Spray,Online,Insurance,Returned,1,22.44,0.1,5.05,1.83,3.22
ORD-002457,2025-06-24,CUST-1283,Hospital,South,Mexico,Monterrey,Devices,Pulse Oximeter,Online,Card,Cancelled,5,54.94,0.1,0,0.0,0.0
ORD-002458,2025-05-27,CUST-1723,Distributor,South,United States,Austin,OTC,DigestWell Caps,Sales Rep,Insurance,Delivered,1,16.94,0.08,15.58,5.21,10.38
ORD-002459,2025-06-05,CUST-1442,Clinic,North,United States,New York,Wellness,Immunity Gummies,Sales Rep,Bank Transfer,Returned,4,22.93,0.08,21.1,7.97,13.13
ORD-002460,2025-08-17,CUST-1201,Retail,Central,United States,Kansas City,Prescription,NeuroCalm Plus,Retail Store,Wallet,Returned,1,39.78,0.03,9.65,4.62,5.03
ORD-002461,2024-08-11,CUST-1500,Clinic,South,United States,Austin,Prescription,NeuroCalm Plus,Partner,Wallet,Delivered,1,48.26,0,48.26,20.6,27.66
ORD-002462,2026-01-28,CUST-1530,Retail,West,United States,Seattle,Prescription,CardioRelief 10mg,Sales Rep,Bank Transfer,Delivered,8,48.57,0.12,341.93,146.31,195.62
ORD-002463,2025-09-01,CUST-1215,Retail,Central,United States,Denver,Devices,Digital Thermometer,Online,Insurance,Delivered,6,20.01,0.08,110.46,36.61,73.84
ORD-002464,2025-07-19,CUST-1087,Retail,South,United States,Miami,Prescription,NeuroCalm Plus,Partner,Card,Delivered,8,42.41,0.08,312.14,130.58,181.55
ORD-002465,2026-01-05,CUST-1372,Retail,South,Mexico,Monterrey,Devices,Pulse Oximeter,Online,Insurance,Delivered,2,50.12,0.08,92.22,36.66,55.56
ORD-002466,2024-06-10,CUST-1011,Hospital,South,United States,Austin,Devices,Digital Thermometer,Sales Rep,Wallet,Returned,6,24.34,0.1,32.86,11.33,21.53
ORD-002467,2025-03-01,CUST-1779,Retail,Central,Mexico,Guadalajara,OTC,ColdAway Syrup,Sales Rep,Insurance,Returned,1,13.48,0.08,3.1,1.12,1.98
ORD-002468,2025-09-17,CUST-1706,Retail,South,United States,Austin,OTC,AllerFree Spray,Retail Store,Card,Delivered,4,17.78,0.05,67.56,26.33,41.23
ORD-002469,2024-12-11,CUST-1518,Retail,South,United States,Miami,Devices,BP Monitor,Online,Bank Transfer,Delivered,2,84.57,0.1,152.23,74.16,78.07
ORD-002470,2025-11-14,CUST-1267,Clinic,West,United States,Seattle,Wellness,Protein Plus Sachets,Online,Insurance,Returned,6,44.98,0.1,60.72,28.12,32.6
ORD-002471,2025-09-16,CUST-1158,Retail,South,United States,Austin,Devices,BP Monitor,Online,Wallet,Delivered,6,68.22,0.12,360.2,174.3,185.9
ORD-002472,2024-10-12,CUST-1614,Retail,North,Canada,Toronto,Wellness,Vitamin D3 Drops,Online,Bank Transfer,Delivered,7,22.57,0.03,153.25,55.19,98.06
ORD-002473,2024-07-01,CUST-1361,Retail,Central,United States,Kansas City,Devices,BP Monitor,Online,Insurance,Delivered,8,68.06,0.1,490.03,211.61,278.42
ORD-002474,2024-09-29,CUST-1220,Hospital,South,Mexico,Monterrey,Wellness,Vitamin D3 Drops,Sales Rep,Card,Delivered,3,22.98,0.12,60.67,24.07,36.59
ORD-002475,2024-10-22,CUST-1529,Retail,North,United States,New York,OTC,AllerFree Spray,Online,Bank Transfer,Cancelled,1,21.18,0.12,0,0.0,0.0
ORD-002476,2026-01-02,CUST-1354,Distributor,West,Canada,Vancouver,Wellness,Vitamin D3 Drops,Partner,Insurance,Delivered,8,29.7,0,237.6,98.74,138.86
ORD-002477,2026-02-05,CUST-1766,Retail,South,Mexico,Monterrey,OTC,DigestWell Caps,Partner,Bank Transfer,Returned,8,17.58,0.1,31.64,11.63,20.02
ORD-002478,2025-12-01,CUST-1527,Hospital,West,United States,Seattle,Prescription,NeuroCalm Plus,Online,Bank Transfer,Delivered,3,56.38,0.12,148.84,63.63,85.21
ORD-002479,2025-05-18,CUST-1702,Retail,South,Mexico,Monterrey,OTC,AllerFree Spray,Sales Rep,Wallet,Cancelled,3,19.72,0.05,0,0.0,0.0
ORD-002480,2024-10-05,CUST-1310,Hospital,West,United States,San Diego,Wellness,Vitamin D3 Drops,Online,Insurance,Cancelled,7,25.45,0.1,0,0.0,0.0
ORD-002481,2025-11-07,CUST-1333,Clinic,Central,United States,Denver,Wellness,Protein Plus Sachets,Online,Card,Delivered,5,36.35,0,181.75,84.89,96.86
ORD-002482,2025-05-07,CUST-1369,Retail,West,United States,San Diego,OTC,PainEase Tablets,Online,Insurance,Delivered,1,12.45,0.08,11.45,3.95,7.5
ORD-002483,2025-11-02,CUST-1337,Hospital,West,United States,San Diego,Wellness,OmegaCare Softgels,Online,Insurance,Delivered,3,36.1,0.08,99.64,41.44,58.2
ORD-002484,2025-06-14,CUST-1526,Retail,Central,United States,Kansas City,OTC,DigestWell Caps,Retail Store,Wallet,Delivered,5,16.84,0,84.2,27.71,56.49
ORD-002485,2025-10-19,CUST-1614,Hospital,South,United States,Miami,Prescription,NeuroCalm Plus,Retail Store,Insurance,Delivered,1,46.47,0.05,44.15,21.11,23.03
ORD-002486,2025-08-21,CUST-1431,Distributor,Central,United States,Kansas City,OTC,AllerFree Spray,Sales Rep,Wallet,Delivered,14,15.79,0.12,194.53,74.68,119.86
ORD-002487,2025-09-05,CUST-1021,Retail,West,Canada,Vancouver,Prescription,NeuroCalm Plus,Sales Rep,Wallet,Delivered,7,49.86,0.1,314.12,146.65,167.47
